decade,year,number,author,title,generic subtitle,source,exclusion,words,mode,temporality I,temporality II,characters (RW),truth(RW),truth place,person,1st person type,inset,1st-person insets?,titled insets?,# 1P insets,pages 1P insets,# 3P insets,pages 3P insets,pages total,segmentation,numb. Segs.,(1) authorial,(2) sententious,(3) character description,(4) location/period description,(5) Action,(5s) speech type,order 1,
1730s,1738,25,Roussy,"Aurélia, ou orléans délivré",0,Googlebooks,0,53,rw,his,modern,somebodies,,,3,,i4,y,,,,,,,chants,12,N,N,N,Y,action,,"4,5",
1730s,1738,26,Solignac,Amusements des eux de Swalbach…,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,1,An,L'amour embéguiné,0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,2,An,"Amusements comiques, ou Histoire de Folidor",0,Googlebooks,0,33,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,parties,2,N,N,N,N,action,,5,
1730s,1739,3,An,La curiosité fructueuse,0,BNF Arsenal,length,[6],,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,4,An,Heures badines,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,5,An,Histoire de Gogo,0,NCCO,0,63,rw,con,,nobodies,ind,,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1730s,1739,6a,An,"L'infortunée hollandaise, ou les memoires de Madame de Belfont",0,BNF Arsenal,0,58,rw,con,,nobodies,fact,pref,1,mem,i4,y,,,,,,,0,,,,,,,,,
1730s,1739,6b,,"Intrigues monastiques, ou L'amour encapuchonnée","nouvelles espagnoles, italiennes et françaises",Googlebooks,0,37,rw,con,,nobodies,fact,pref,1,obs,,,,,,,,,0,,,,,,,,,
1730s,1739,7,An,Lettre à Madame *** contenant deux histoires françaises,0,NCCO,0,11,rw,con,,nobodies,ind,,1,frame,i5,n,,,,,,,0,,,,,,,,,
1730s,1739,8,Argens,"Lectures amusantes, ou les délassements de l'esprit",0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,9,Argens,"Le législateur moderne, ou les mémoires du chevalier de Meillcourt",0,Googlebooks,0,49,rw,con,,nobodies,fict,"pref, mis",1,mem,i4,y,,,,,,,parties,3,,,,,,,,
1730s,1739,10,Bridard de La Garde,"Lettres de Thérèse, ou mémoires d'une jeune demoiselle de province, pendant son séjour à Paris",0,Googlebooks,0,109,rw,con,,nobodies,fact,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1730s,1739,11,Cahusac,Grigri,histoire véritable,Googlebooks,0,17,mar,,,,paro,,3,,0,,,,,,,,chaps d,17,,,,,,,,
1730s,1739,12,Caylus,"les écosseuses, ou les oeufs de Pasques",0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,13,Desforges,Mémoires anecdotes pour servir à l'histoire de M. Duliz…,0,Googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,14,Gaillard de La Bataille,Histoire de la vie et moeurs de Mademoiselle cronel dite Fretillon,0,Googlebooks,0,50,rw,con,,somebodies,,,1,mem,0,,,,,,,,parties,4,,,,,,,,
1730s,1739,15,Lambert,Memoires et avantures d'une dame de qualité qui s'est retirée du monde,0,Googlebooks,0,172,rw,con,,nobodies,fact,pref,1,mem,i4,y,,,,,,,parties,6,,,,,,,,
1730s,1739,16,La Vieuville d'Orville,"Gaston de Foix, quatrième du nom","nouvelle historique, galante et tragique",Archive.org,0,127,rw,his,modern,somebodies,,,3,,i1,y,,,,,,,0,,N,N,Y,Y,action,,"4,3,5",
1730s,1739,17,L'escalopier de Nourar,Les occupations du siecle,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,18,Lime,"L'amour apostat, ou les avantures de Mr. de *** et de Mlle. ***.",0,BNF Arsenal,0,54,rw,con,,nobodies,fact,pref,1,mem,0,,,,,,,,parties,4,,,,,,,,
1730s,1739,19,Malebranche,Intrigues du serail,histoire turque,Googlebooks,0,47,rw,his,modern,somebodies,,,3,,i4,y,,,,,,,parties,2,N,N,N,Y,action,,"4,5",
1730s,1739,20,Margat de Tilly,"Histoire de Tamerlan, empereur des Mogols et conquérant de l'Asie",0,Googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,21,Marivaux,L'apprentie coquette,0,,collection (part),,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,22,Merveilleux,Amusements des bains de Bade en suisse...,0,Googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,23,Milon de Lavalle,Memoires de la comtesse Linska,histoire polonaise,Googlebooks,0,49,rw,con,,nobodies,fict,mis,1,mem,i1,y,,,,,,,0,,,,,,,,,
1730s,1739,24,Mouhy,"Memoires d'Anne-Marie de Moras, comtesse de Courbon",0,Googlebooks,0,80,rw,con,,somebodies,,,1,mem,i4,n,,,,,,,parties,4,,,,,,,,
1730s,1739,25,Neufville de Brunaubois-Montador,La pudeur,histoire allégorique et morale,BNF Arsenal,length,[8],,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,26,Pesselier,Lettre d'Angélique *** à Thérèse ***,0,,length,[24pp],,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,27,Porée,Des démelés de Monsieur de l'abbé de S Martin,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730s,1739,28,Simon,"Memoires de la comtesse d'Horneville, ou réflexions sur l'inconstance des choses humaines",0,Googlebooks,0,105,rw,con,,nobodies,fict,mis,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1730s,1739,29,Tencin,Le siege de Calais,nouvelle historique,Googlebooks,0,39,rw,his,modern,nobodies,ind,,3,,i1,y,,,,,,,0,,N,N,Y,N,action,,"3,5",
1730s,1739,30,Valcourt,Histoire du comte de Valcourt,0,NCCO,0,30,rw,con,,nobodies,fact,title,1,mem,0,,,,,,,,0,,,,,,,,,
1740s,1747,1,An,"L'Aveu sans exemple, ou Mémoires de Constantin de Tourville",0,Googlebooks,0,57,rw,con,,somebodies,,,1,mem,0,,,,,,,,0,,,,,,,,,
1740s,1747,2,An,L'Heureux Retour,histoire espagnole,Googlebooks,0,17,rw,his,vague,nobodies,ind,,3,,i4,y,,,,,,,parties,2,N,N,Y,N,action,,"3,5",
1740s,1747,3,An,"Les Mémoires et avantures de Mademoiselle de Butler, remplies d'événements très intéressants",0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,4,An,Les amours de Silvie,histoire galante,BNF Arsenal,length,[5],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,5,An,"Les Gascons en Hollande, ou avantures singuilières de plusieurs Gascons",0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,6,An,Histoire de la Princesse Macarie,0,BNF Arsenal,0,20,mar,,,,,,3,,0,,,,,,,,parties,2,,,,,,,,
1740s,1747,7,An,"Le Portrait des grâces, dédié à Vénus, ou le portrait de Mlles L'Escarmoutier, Elie et Almérie",0,BNF Arsenal,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,8,Argens,Mémoires de Monsieur le marquis de St. *** ou les amours fugitifs du cloître,0,Googlebooks,0,34,rw,con,,nobodies,fict,"pref, mis",1,mem,i4,y,,,,,,,parties,4,,,,,,,,
1740s,1747,9,Arnaud,"Le bal de Venise, nouvelle historique",0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,10,Bernis,Nocrion,conte allobroge,,length,[6],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,11,Bibbiena,La Poupée,0,Googlebooks,0,34,mar,,,,,,1,frame,i3,y,,,,,,,parties,2,,,,,,,,
1740s,1747,12,Caylus,"Les confidences réciproques, ou anecdotes de la société de Madame la comtesse de B****",0,Googlebooks,0,100,rw,con,,nobodies,fact,pref,1,frame,i5,y,,,,,,,parties,3,,,,,,,,
1740s,1747,13,Caylus,"Les fêtes roulantes, et les regrets des petites rues",0,Googlebooks,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,14,Gautier de Montdorge,"Le Galant Triolet, ou Memoires d'Azaminde et de Thersini…",0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,15,Graffigny,Lettres d'une Péruvienne,0,Googlebooks,0,32,rw,con,,nobodies,fact,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1740s,1747,16,Laffichard,Pantin et Pantine,conte,Googlebooks,0,14,mar,,,,,,3,,0,,,,,,,,0,,,,,,,,,
1740s,1747,17,Lambert,Oeuvres,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,18,Lamorliere,Campagnes de l'abbé T…. Ou les Lauriers ecclésiastiques,0,Googlebooks,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,19,Lamorliere,"Mylord Stanley, ou le criminel vertueux",0,Googlebooks,0,66,rw,con,,nobodies,fact,"title, pref",1,mem,0,,,,,,,,parties,3,,,,,,,,
1740s,1747,20,Lubert,"La veillée galante, nouvelle",0,BNF Tolbiac,length,[7],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,21,Lussan,Annales galantes de la cour de Henri second,0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,22,Montesquieu,Voyage de l'isle de Paphos,0,,length,[7],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1747,23,Mouhy (madame de),"Les Mémoires de Madame la Marquise de Villenemours, écrits par elle-même et rédigés par Madame de Mouhy",0,Googlebooks,0,76,rw,con,,nobodies,fict,"pref, mis",1,mem,i4,y,,,,,,,parties,4,,,,,,,,
1740s,1747,24,Mouhy,"Le masque de fer, ou les avantures admirables du pere et du fils",0,Googlebooks,0,76,rw,his,modern,nobodies,fact,pref,3,,i4,y,,,,,,,chaps,24,N,N,Y,Y,action,,"3,4,5",
1740s,1747,25,Mouhy,Mémoires d'une fille de qualité qui ne s'est point retirée du monde.,0,Googlebooks,0,245,rw,con,,nobodies,fict,"pref, mis",1,mem,i4,y,,,,,,,parties,12,,,,,,,,
1740s,1747,26,Pajon,Histoire du roi Splendide et de la princesse heteroclite,0,Googlebooks,0,30,mar,,,,,,3,,i4,y,,,,,,,chaps d,12,,,,,,,,
1740s,1747,27,Tencin,Les malheurs de l'amour,0,Googlebooks,0,44,rw,con,,nobodies,fict,pref,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1740s,1747,28,Voltaire,Memnon,histoire orientale,Googlebooks,0,18,mar,,,,,,3,,0,,,,,,,,chaps,15,,,,,,,,
1740s,1747,29,Watelet,La vallée de Tempé,0,Googlebooks,length,[5],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,1,An,L'amour voyageur,0,Googlebooks,length,[9],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,2,An,Les amusements des fées,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,3,An,"Les Epoux réunis, ou le missionaire du temps",0,Googlebooks,0,20,rw,con,,nobodies,fact iron,incipit,1,mem,i2,y,,,,,,,parties,2,,,,,,,,
1740s,1748,4,An,Histoire du siège de Cythère,0,Gallica,0,10,al,,,,paro,,3,,0,,,,,,,,chaps d,18,,,,,,,,
1740s,1748,5,An,Mon plaisir,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,6,Argens,"Thérèse philosophe, ou mémoires pour servir à l'histoire du P. Dirrag et Mademoiselle Eradice",0,Gallica,0,33,rw,con,,nobodies,ind,,1,mem,i4,y,,,,,,,0,,,,,,,,,
1740s,1748,7,Beauchamps,Aihcrappih,histoire grecque,Googlebooks,0,15,mar,,,,paro,key,1,mem,0,,,,,,,,0,,,,,,,,,
1740s,1748,8,Bibbiena,La Force de l'exemple,0,Googlebooks,0,57,rw,con,,nobodies,fict,mis,1,mem,i2,y,,,,,,,parties,2,,,,,,,,
1740s,1748,9,Bret,"Le b***, histoire bavarde",0,Googlebooks,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,10,Caylus,Mémoires de l'académie des colporteurs,0,Googlebooks,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,11,Caylus,Le pot-pourri,ouvrage nouveau…,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,12,Colbert,"Les vrais plaisirs, ou les amours de vénus et d'Adonis",0,Googlebooks,length,[7],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,13,Diderot,Les bijoux indiscrets,0,Gallica,0,83,mar,,,,,,3,,i4,y,,,,,,,chaps d,51,,,,,,,,
1740s,1748,14,Gimat de Bonneval,"Fanfiche, ou les mémoires de Mademoiselle de ***",0,NCCO,0,32,rw,con,,nobodies,fict,pref,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1740s,1748,15,Hurtaut,Le voyage d'Aniers.  Lettre à Madame de N***,0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,16,La Beaumelle,L'Asiatique tolérant….,0,Googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,17,Laffichard,L'amour chez les philosophes ou Mémoires du Marquis de ***,0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,18,Lamorliere,"les Lauriers ecclésiastiques, ou Campagnes de l'abbé de  T***",0,Googlebooks,0,25,rw,con,,nobodies,fact iron,,1,mem,0,,,,,,,,0,,,,,,,,,
1740s,1748,19,Leprince de Beaumont,"Le triomphe de la vérité, ou Mémoires de Mr. de La Villete (sic)",0,Googlebooks,0,31,rw,con,,nobodies,fict,"pref, mis",1,mem,0,,,,,,,,parties,2,,,,,,,,
1740s,1748,20,Lussan,Anecdotes de la cour de François I,0,Googlebooks,0,88,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,4,5",
1740s,1748,21,Meunier de Querlon,Psaphion ou la courtisane de Smyrne,Fragment érotique,Googlebooks,0,15,rw,his,classical,nobodies,fact,pref,1,mem,0,,,,,,,,0,,,,,,,,,
1740s,1748,22,Néel,Le Voyage de St. Cloud par mer et par terre,0,Googlebooks,0,10,rw,con,,nobodies,fact,pref,1,travel,0,,,,,,,,0,,,,,,,,,
1740s,1748,23,Palissot de Montenoy,"Apollon mentor, ou le Télémaque moderne",0,Googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,24,Séran de La Tour,Mysis et Glaucé,poeme en trois chants,http://digital.bib-bvb.de/view/bvbmets/viewer.0.5.jsp?folder_id=0&dvs=1405358737308~768&pid=4241862&locale=en&usePid1=true&usePid2=true,0,26,rw,his,classical,nobodies,fact,pref,3,,0,,,,,,,,chants,3,Y,N,N,N,action,,"1,5",
1740s,1748,25,Voltaire,"Le monde comme il va.  Vision de Babouc, écrite par lui-même",0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1748,26,Voltaire,"Zadig, ou la destinée, histoire orientale",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,1,An,Les Délassements de la bonne compagnie,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,2,An,Histoire d'une femme de qualité,0,Googlebooks,0,10,rw,con,,nobodies,fict,pref,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1740s,1749,3,An,"Le Langage des animaux, histoire egyptienne",0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,4,An,Lettres a Fillis,0,BNF Arsenal,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,5,An,Lettres d'une dame champenoise a une dame de qualité a La Haye,0,Googlebooks,0,49,rw,con,,nobodies,fact,title,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1740s,1749,6,An,Mémoires de Madame la comtesse de M***,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,7,An,Mémoires de M de Poligny….,0,Googlebooks,0,35,rw,con,,nobodies,fact based,pref,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1740s,1749,8,An,Mémoires de Monsieur de D.L.R. contenant ses voyages et avantures en Turquie…,, ,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,9,An,Mémoires et avantures de la comtesse de M***,0,Googlebooks,0,48,rw,con,,nobodies,fict,mis,1,mem,i4,y,,,,,,,0,,,,,,,,,
1740s,1749,10,An,Plaisirs du coeur et de l'esprit,0,BNF Arsenal,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,11,An,Quelque chose,0,NCCO,length,[5],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,12,An,"Le Temple de l'hymen, songe de Monsieur de ***",0,Gallica,length,[5],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,13,An,Themicide,allegorie comique,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,14,An,Zéphirine,conte,Googlebooks,0,23,mar,,,,,,1,frame,i3,y,,,,,,,parties,2,,,,,,,,
1740s,1749,15,Bastide,Confessions d'un fat,0,Googlebooks,0,32,rw,con,,nobodies,ind,,1,mem,0,,,,,,,,parties,2,,,,,,,,
1740s,1749,16,Bastide,"Le Tribunal de l'amour, ou les causes célèbres de Cythère",0,Googlebooks,0,40,rw,con,,nobodies,ind,,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1740s,1749,17,Bibbiena,"Le Barbet mignon, ou le chien turc",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,18,Bret,Le *** ,histoire bavarde,Googlebooks,0,13,mar,,,,,,3,,i5,n,,,,,,,chaps o,8,,,,,,,,
1740s,1749,19,Caylus,"Lettres de la Grenouillere, entre Mr Jérosme Du Bois….",0,Googlebooks,length,[5],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,20,Coustelier,Lettres d'une demoiselle entretenue a son amant,0,Gallica,length,[3],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,21,Dalibard,"Le Porte-feuille rendu, ou lettres historiques par Mademoiselle de ***",0,Googlebooks,0,34,rw,con,,nobodies,fact,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1740s,1749,22,Desforges,Natilica,conte indien,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,23,Gueulette,Les Mille et Une Soirées,contes mogols,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,24,Guiard de Servigné,Les sonnettes ou Memoires de monsieur le marquis D***,0,Googlebooks,0,21,rw,con,,nobodies,fact,pref,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1740s,1749,25,Hugary de Lamarche-Courmont,Lettres d'Aza ou d'un Péruvien,0,,continuation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,26,Lacombe,"Lettres secrètes de Christine, reine de la Suède, aux personnes illustres de son siècle",0,Googlebooks,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,27,La Morlière,"Mirza-Nadir, ou Mémoires et avantures du marquis de St. T***…",0,Googlebooks,0,91,rw,con,,nobodies,fact,pref,1,mem,i4,y,,,,,,,parties,4,,,,,,,,
1740s,1749,28,La Porte,Voyage au séjour des ombres,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,29,Lefebvre,Nanin et Nanine,fragment d'un conte traduit de l'arabe,BNF Arsenal,length,[6],,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,30,Lussan,Annales galantes de la cour de Henri second,0,Googlebooks,0,69,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,N,N,Y,Y,action,,"4,3,5",
1740s,1749,31,Maisoncelle,"Memoires du chevalier de Montendre, de Madame et de Mademoiselle Vancleve",0,BNF Arsenal,0,40,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,N,N,N,Y,action,,"4,5",
1740s,1749,32,Mareuille,Histoire des princesses de Boheme,0,Googlebooks,0,36,rw,his,modern,somebodies,,,3,,0,,,,,,,,livres,2,N,Y,Y,N,action,,"2,3,5",
1740s,1749,33,Palissot de Monenoy,Zélinga,histoire chinoise,Googlebooks,0,12,mar,,,,,,3,,0,,,,,,,,chaps t,5,,,,,,,,
1740s,1749,34,Portelance,Les vieilles nouvelles,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,35,Torchet de Boismêlé,Histoire du chevalier du soleil,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740s,1749,36,Voltaire,Memnon,0, ,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,1,An,L'étoile heureuse,histoire secrète,BNF Arsenal,0,10,rw,con,,nobodies,fict,"mis, pref",1,mem,0,,,,,,,,0,,,,,,,,,
1750s,1756,2,An,Le frère questeur,histoire galante écrite par lui-même,Googlebooks,0,11,rw,con,,nobodies,fict,"mis, pref",1,mem,0,,,,,,,,0,,,,,,,,,
1750s,1756,3,An,"Histoire de Nicolas I, roy du Paraguai et empereur des Mamelus",0,Googlebooks,length,[9],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,4,An,"Le moine galant ou la vie de don F…, bernardin. écrite par lui-même",0,Googlebooks,length,[8],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,5,An,Nouvelle brochure ou frivolités importantes,,BNF Arsenal,length,[9],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,6,Auneuil,La tyrannie des fées… ,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,7,Cailleau,La poissardiana ou les amours de Royal Vilain et de Mamzelle Javotte la Déhanchée…,,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,8,Carné,Histoire de madame la comtesse de Montglas ou consolation pour les religieuses qui le sont malgré elles,0,NCCO,0,53,rw,con,,nobodies,ind,,1,frame,i3,y,,,,,,,parties,2,,,,,,,,
1750s,1756,9,Cointreau,L'amant salamandre ou les aventures de l'infortunée Julie,histoire véritable,Googlebooks,0,36,rw,con,,nobodies,fact,sub,1,frame,i3,y,,,,,,,parties,2,,,,,,,,
1750s,1756,10,Desbiefs,L'heureuse victime ou le triomphe du plaisir,0,Googlebooks,0,10,rw,his,myth,combo,,,3,,0,,,,,,,,0,,N,N,N,N,action,,5,
1750s,1756,11,Desbiefs,"Nine, par M. D. B.",0,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10095281-5,0,53,rw,con,,nobodies,fict,pref,1,mem,0,,,,,,,,parties,2,,,,,,,,
1750s,1756,12,Desbiefs,"Sophie, par M. D. B.",0,Googlebooks,0,63,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,parties,2,N,N,Y,N,action,,"3,5",
1750s,1756,13,Duclos,Les cinq cents matinées et une demie,contes syriens…,BNF Arsenal,0,133,mar,,,,,,3,,i5,y,,,,,,,matinées,,,,,,,,,
1750s,1756,14,Du Terrail,La princesse de Gonsague,roman historique,Googlebooks,0,37,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1750s,1756,15,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,16,Jore,Les aventures portugaises,,BNF Arsenal,0,58,rw,con,,nobodies,ind,,1,mem,0,,,,,,,,parties,2,,,,,,,,
1750s,1756,17,,,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,18,Legoux de Gerlan,"Histoire de Laïs, courtisane grecque…",0,Googlebooks,0,40,rw,his,classical,somebodies,,,3,,0,,,,,,,,parties,2,N,N,Y,N,action,,"3,5",
1750s,1756,19,Leprince de Beaumont,Magasin des enfants….,0,Googlebooks,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,20,Lescalopier,Les écueils du sentiment ou le délire de l'imprudence: le délire,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,21,Magny,Les spectacles nocturnes,ouvrage épisodique,Googlebooks,0,41,mar,,,,,,1,obs,0,,,,,,,,chaps t,35,,,,,,,,
1750s,1756,22,Maillard,Les romans appréciés,ouvrage qui n'est rien moins qu'un roman,Googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,23,Méhégan,Histoire de la marquise de Terville,0,Googlebooks,0,42,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,N,Y,Y,N,action,,"2,3,5",
1750s,1756,24,Méhégan,Lettres d'Aspasie,0,Googlebooks,0,32,mar,,,,paro,,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1750s,1756,25,Perrin,"L'empire des passions ou mémoires de Mr. de Gersan, par Mr. Perin (sic)",0,Googlebooks,0,43,rw,con,,nobodies,fict,"mis, pref",1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1750s,1756,26,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,27,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,28,Sainte-Croix,"La comédienne, fille et femme de qualité, ou mémoires de la marquise de ***, écrits par elle-même",0,Googlebooks,0,159,rw,con,,nobodies,fact,"pref, title",1,mem,0,,,,,,,,parties,7,,,,,,,,
1750s,1756,29,Scudéry,,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,30,Thorel de Campigneuilles,Le temps perdu ou histoire de M. de C***,0,Googlebooks,length,[7],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1756,31,Varielles-Sommieres,"Mémoires de Lucile, par M. le baron de V-S et publiés par M. le chevlaier de N.",0,Googlebooks,0,47,rw,con,,nobodies,fact based,pref,1,mem,0,,,,,,,,0,,,,,,,,,
1750s,1756,32,Voltaire,Collection des oeuvres...,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1757,1,An,Histoire d'un peuple nouveau...,0,Googlebooks,0,45,rw,con,,nobodies,fact,"pref, title",1,mem,0,,,,,,,,chaps d,12,,,,,,,,
1750s,1757,2,An,Le siège de Mahon ou la fureur anglaise,roman historique,BNF Tolbiac,length,[7],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1757,3,Baret,Mademoiselle Javotte,ouvrage moral écrit par-elle-même et publié par une de ses amies,Gallica,0,16,rw,con,,nobodies,fact,title,1,mem,0,,,,,,,,0,,,,,,,,,
1750s,1757,4,Benoist,Journal en forme de lettres,0,reprint,0,18,rw,con,,nobodies,fact,title,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1750s,1757,5,Duche de Vancy,Histoires édifiantes,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1757,6,Godar,L'histoire des grecs ou ceux qui corrigent la fortune au jeu,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1757,7,Hawkesworth,Ariana ou la patience récompensée,histoire traduite de l'anglais,BNF Arsenal,0,12,rw,con,,nobodies,fact equ,pref,3,,0,,,,,,,,0,,N,Y,Y,N,action,,"2,3,5",
1750s,1757,8,Longus,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1757,9,Moissy,Lettres galantes et morales du marquis de ***,0,BNF Tolbiac,0,33,rw,con,,nobodies,fact,pref,E,E2,n/a,,,,,,,,n/a,,,,,,,,,
1750s,1757,10,Moreau,Nouveau mémoire pour servir à l'histoire des Cacouacs,0,Googlebooks,0,12,mar,,,,,,1,obs,0,,,,,,,,0,,,,,,,,,
1750s,1757,11,Raix,"L'écolier de *** à madame de ***, vision composée à Paris",,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
