decade,year,number,author,title,generic subtitle,source,exclusion,words,mode,temporality I,temporality II,characters (RW),truth(RW),truth place,person,1st person type,inset,1st-person insets?,titled insets?,# 1P insets,pages 1P insets,# 3P insets,pages 3P insets,pages total,segmentation,numb. Segs.,(1) authorial,(2) sententious,(3) character description,(4) location/period description,(5) Action,(5s) speech type,order 1,
1670s,1671,6,Aranda,Diverses histoires morales et divertissantes,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1671,7,Bremond,L'amoureux africain,nouvelle galanterie (sic),BNF Arsenal,0,48,rw,con,,nobodies,fact,pref,3,,i2,y,y,,,,,,0,,,,,,,,,
1670s,1671,8,Des Champs,Mémoires du sérail sous Amurat second,0,Googlebooks,0,80,rw,his,modern,somebodies,,,3,,i1,y,n,,,,,,livres,3,,,,,,,,
1670s,1671,9,Garouville,L'amant oisif,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1671,10,La Gravette de Mayolas,Lettres de Cliante à Célidie,0,,collection (part),,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1671,11,Mascre,Recueil de pièces diverses et galantes,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1671,12,Monfaucon de Villars,L'amour sans faiblesse 1: Anne de Bretagne,0,BNF Arsenal,0,21,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,
1670s,1671,13,,L'amour sans faiblesse 2: Amanzaris,0,BNF Arsenal,0,37,rw,uns,,nobodies,ind,,3,,i1,y,y,,,,,,0,,,,,,,,,
1670s,1671,14,Obeilh,La Vie du roy Almansor,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1671,15,Préfontaine,Recueil de diverses pièces comiques…,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1671,16,Sorel,L'histoire des pensées meslée de petits jeux,nouvelle galante,BNF Arsenal,0,23,rw,con,,nobodies,fact,"sub, pref",3,,i1,y,n,,,,,,0,,,,,,,,,
1670s,1671,17,Vaumorière,Histoire de la galanterie des anciens,0,BNF Arsenal,0,26,rw,his,classical,somebodies,,,3,,i5,n,y,,,,,,0,,,,,,,,,
1670s,1671,18,Villedieu,Les amours des grands hommes,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1671,19,Villedieu?,Le Comte de Dunois,0,BNF Arsenal,0,30,rw,his,modern,somebodies,,,3,,i6,n,n,,,,,,,,,,,,,,,
1670s,1671,20,Villedieu,Les avantures ou mémoires de la vie de Henriette Sylive de Molière,0,,0,80,rw,con,,nobodies,fact,pref,1,mem,i4,y,y,,,,,,,,,,,,,,,
1670s,1672,1,An,L'agréable ignorant et la belle éclairée,0,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1672,2,An,L'amant de bonne foi,0,BNF Arsenal,0,38,rw,con,,nobodies,ind,,D,,i3,y,y,,,,,,nouvelles,3,,,,,,,,
1670s,1672,3,An,Araspe et Simandre,nouvelle,Googlebooks,0,30,rw,con,,keyed nobodies,keyed,pref,3,,i3,y,y,,,,,,,,,,,,,,,
1670s,1672,4,An,"Béralde, prince de Savoye",0,Googlebooks,0,31,rw,his,vague,nobodies,fict,other (fake kings),3,,i1,y,n,,,,,,,,,,,,,,,
1670s,1672,5,An,"Histoire espagnole, ou Dom Amador de Cardone",nouvelle,BNF Arsenal,0,15,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1670s,1672,6,An,La Mère rivale,histoire du temps,BNF Arsenal,0,19,rw,con,,nobodies,fact,sub,3,,i4,y,n,,,,,,0,,,,,,,,,
1670s,1672,7,An,Nicandre,première nouvelle de l'inconnu,BNF Arsenal,0,12,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1670s,1672,8,Barrin,Les Délices du cloître ou la nonne éclairée,0,,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1672,9,Boyer,La Comtesse de Candale,0,BNF Arsenal,0,32,rw,his,modern,somebodies,,,3,,i1,y,y,,,,,,0,,,,,,,,,
1670s,1672,10,Bussières,La Médaille curieuse,0,googlebooks,0,48,rw,con,,nobodies,fact,pref,3,,i1,n,n,,,,,,,,,,,,,,,
,,11,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,21,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1672,22,Saint-Réal,Dom Carlos,nouvelle historique,Googlebooks,0,21,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,
1670s,1672,23,Villedieu,Les Exilés,0,BNF Arsenal,0,109,rw,his,classical,somebodies,,,3,,i1,y,y,,,,,,parties,6,,,,,,,,
1670s,1673,1,An,Le Grand miroir des réformés sous l'histoire tragique de Dorimene,0,BNF Arsenal,0,54,rw,con,,nobodies,fact,pref,3,,i4,y,y,,,,,,,,,,,,,,,
1670s,1673,2,An,Histoire de deux turcs et d'un juif,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,3,Allard,"Zizimi, prince Ottoman…",0,BNF Arsenal,0,66,rw,his,modern,somebodies,,,3,,i1,y,y,,,,,,,,,,,,,,,
1670s,1673,4,Bremond,Le Cercle ou conversations galantes,0,BNF Arsenal,0,57,rw,con,,nobodies,ind,,3,,i2,y,n,,,,,,0,,,,,,,,,
1670s,1673,5,Charpentier,Le voyage du valon tranquille,nouvelle historique,,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1673,14,Prefontaine,Les Dames enlevées et les dames retrouvées,histoire du temps,Gallica,0,38,rw,con,,nobodies,fact,sub,3,,i1,y,n,,,,,,livres,6,,,,,,,,
1670s,1673,15,Villedieu,Les Galanteries grenadines,0,Googlebooks,0,34,rw,his,modern,somebodies,,,3,,i1,y,y,,,,,,,,,,,,,,,
1670s,1673,16,Villedieu,Nouvelles afriquaines,0,BNF Arsenal,0,23,rw,con,,nobodies,fact,"pref, title",3,,i2,y,y,,,,,,0,,,,,,,,,
1670s,1674,1,An,L'amour voilé découvert,histoire romaine,Googlebooks,0,26,rw,his,classical,nobodies,transposed,pref,3,,i2,y,y,,,,,,0,,,,,,,,,
1670s,1674,2,Aulnoy (??) ,Nouvelles d'Elisabeth,0,Googlebooks,0,76,rw,his,modern,somebodies,,,3,,i5,y,y,,,,,,,,,,,,,,,
1670s,1674,3,Bremond ??,"L'heureux esclave, ou relation",0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1674,4,La Roche-Guilhen,Almanzaïde,nouvelle,Googlebooks,0,14,rw,his,modern,nobodies,ind,,3,,i1,y,y,,,,,,,,,,,,,,,
1670s,1674,5,La Roche-Guilhen,Arioviste,histoire romaine,Gallica,0,38,rw,his,classical,somebodies,,,3,,i1,y,y,,,,,,parties,4,,,,,,,,
1670s,1674,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1674,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1674,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1674,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1674,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1674,6,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1674,12,Saint-Real,Conjuration des espagnols,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1674,13,Sandras de Courtilz,Mémoires du temps,0,Googlebooks,0,39,rw,con,,somebodies,,,3,,0,,,,,,,,,,,,,,,,,
1670s,1674,14,Villedieu,Le Portefeuille,0,Googlebooks,collection (part),,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1675,1,An,L'amour voilé découvert,0,,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1675,2,An,Les Amours de Soliman Musta Feraga,0,BNF Arsenal,0,11,rw,con,,somebodies,,,3,,i1,y,y,,,,,,0,,,,,,,,,
1670s,1675,3,An,L'arrière-ban amoureux,0,BNF Arsenal,0,10,al,,,,,,3,,0,,,,,,,,0,,,,,,,,,
1670s,1675,4,Boisguilbert,"Marie Stuart, reine d'Ecosse",nouvelle historique,BNF Arsenal,0,50,rw,his,modern,somebodies,,,3,,0,,,,,,,,parties,3,,,,,,,,
1670s,1675,5,Boursault,Le Prince de Condé,nouvelle historique,Googlebooks,0,30,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,
1670s,1675,6,La Roche-Guilhen,Astérie ou Tamerlan,0,,0,26,rw,his,classical,somebodies,,,3,,i1,y,y,,,,,,parties,2,,,,,,,,
1670s,1675,7,La Roche-Guilhen,Journal amoureux d'espagne,0,Googlebooks,0,47,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,parties,4,,,,,,,,
1670s,1675,8,Mestre,L'imagination détrompée,0,BNF Arsenal,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1675,9,Saint-Réal,Mémoires DMLDM [de madame la duchesse de Mazarin],0,Googlebooks,0,21,rw,con,,somebodies,,,1,mem,0,,,,,,,,,,,,,,,,,
1670s,1675,10,Vaumorière,Diane de France,nouvelle historique,Googlebooks,0,18,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,
1670s,1675,11,Villedieu,Les Desordres de l'amour,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,1,Anon.,Les Mémoires de la vie de Madame de Ravezan,0,Googlebooks,0,54,rw,con,,nobodies,fact,pref,3,,i1,y,y,11,422,2,30,841,,,,,,,,,,
1670s,1677,2,Assoucy (d'),Les Avantures de Monsieur d'Assoucy (and: Les Avantures d'Italie de Monsieur d'Assoucy),0,Googlebooks,0,69,rw,con,,somebodies,,,1,travel,0,,,,,,,,,,,,,,,,,
1670s,1677,3,Assoucy (d'),Les Avantures d'Italie de Monsieur d'Assoucy,0,Googlebooks,continuation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,4,Brémond,Le triomfe de l'amour sur le destin,0,EEBO (English trans.),0,22,rw,his,vague,nobodies,fict,other (fake kings),3,,0,,,,,,,,0,,,,,,,,,
1670s,1677,5,Curly,"Tidéric, prince de Galles",nouvelle historique,BNF Arsenal,0,21,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,
1670s,1677,6,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,7,,Mercure galant,0,,periodical,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1677,35,Merville,Le Solitaire,nouvelle,BNF Arsenal,0,26,rw,con,,nobodies,fact,sub,1,obs,i3,y,y,,,,,,0,,,,,,,,,
1670s,1677,36,Prechac,L'Héroine mousquetaire,histoire véritable,Googlebooks,0,88,rw,con,,nobodies,fact,sub,3,,0,,,,,,,,,,,,,,,,,
1670s,1677,37,Prechac,La Princesse d'Angleterre ou la duchesse reyne,0,Googlebooks,0,35,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,
1670s,1677,38,Prodez de Beragrem,Mémoires de Pierre-François Prodez…,0,Googlebooks,0,103,rw,con,,nobodies,fact,"title, pref",1,travel,i1,y,y,,,,,,chaps,20,,,,,,,,
1670s,1677,39,Veiras,Histoire des Sévarambes,0,Gallica,0,51,rw,con,,nobodies,fact,"title, pref",1,travel,i4,y,y,,,,,,,,,,,,,,,
1670s,1678,1,Anon.,Cléomire,histoire nouvelle,BNF Arsenal,0,11,rw,his,gallia,somebodies,,,3,,0,,,,,,,,0,,,,,,,,,
1670s,1678,2,Anon.,Le Comte d'Essex,histoire anglaise,BNF Arsenal,0,18,rw,his,modern,somebodies,,,3,,i2,y,y,2,58,0,0,114,,,,,,,,,,
1670s,1678,3,Anon.,"Le Comte Roger, souverain de la Calabre intérieure",nouvelle historique,Googlebooks,0,35,rw,his,modern,somebodies,,,3,,i4,n,y,,,,,,,,,,,,,,,
1670s,1678,4,Anon.,Mémoires de Hollande,0,Googlebooks,0,51,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,,,,,,,,,,
1670s,1678,5,Anon.,"Mérovée, fils de France",nouvelle historique,BNF Arsenal,0,21,rw,his,gallia,somebodies,,,3,,0,,,,,,,,,,,,,,,,,
1670s,1678,6,Anon.,Monsieur de Kervaut,nouvelle comi-galante,BNF Arsenal,0,24,rw,con,,nobodies,fact,"pref, sub",3,,i4,y,y,,,,,,parties,2,,,,,,,,
1670s,1678,7,Anon.,Nouvelles de l'Amérique ou le Mercure américain,0,Googlebooks,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1678,8,Anon.,La Promenade de Livry,0,BNF Arsenal,0,33,rw,con,,keyed nobodies,keyed,pref,3,,i5,y,y,,,,,,,,,,,,,,,
1670s,1678,9,Bremond,"Apologie, ou les véritables Mémoires de Madame Marie Mancini",0,Googlebooks,0,34,rw,con,,somebodies,,,1,mem,0,,,,,,,,,,,,,,,,,
1670s,1678,10,Bremond,Le Double cocu,histoire du temps,EEBO,0,21,rw,his,modern,somebodies,,,3,,0,,,,,,,,,,,,,,,,,
1670s,1678,11,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670s,1678,12,Chassipol,Histoire des Amazones,0,Googlebooks,0,32,rw,his,classical,somebodies,,,3,,0,,,,,,,,,,,,,,,,,
